tokens,tags
Maxx,B-os
4.0.0.4000,B-version
Dbus-glib,B-application
Silver,O
makale_id,B-parameter
VirtualBox,O
Keyboard,B-application
ticketyboo,B-application
QuickTime,B-application
include/top_graph_header.php,B-file
templates/session_check.php,B-file
EGroupware,B-application
gallery,O
0.4.6,I-version
8.0.23,B-version
accidentally,O
3.3.13,B-version
cctags,B-application
dopvCOMET*,O
Messenger,I-vendor
p_result.c,B-file
eXV2,B-application
ServerSetup,O
path/stats.mdb,B-file
1.91,B-version
HTTP,I-application
3.2.0.00.27,B-version
S602,O
"IEHS),",O
7.x-1.0-alpha5,I-version
2.6.33-rc5,I-version
tbl_printview.php,O
DiamondList,B-application
Ocean,O
10.1.4.0.1,B-version
do_hvm_op,B-function
do_tmem_control,B-function
surgeftpmgr.cgi,O
jhtm%6C,B-update
InSite,B-application
libXfont,B-application
4.2.4-P1,I-version
eval_js,B-function
Mini-Stream,B-vendor
rpc/virnetserverclient.c,B-file
PAE,O
4.0.3,B-version
7.0.1.0,B-version
WX320KR,O
6.5,I-version
CVE-2011-0070,B-cve id
parseicon,O
apps/a3/cfg_ethping.cgi,B-file
03,O
fr_dhcp_decode,B-function
-g,B-update
token-authentication,O
3.29,B-version
Commerce,I-application
k23productions,O
CS-Cart,B-application
Review,I-application
PROXY_CMD_PREBOOT_TASK_INFO2,O
define,O
1.0.0.12,B-version
crypto-utils,B-application
Miso,B-application
YImage.dll,O
SQL,B-relevant_term
CVE-2010-3658,B-cve id
1.1.7,I-version
net/ipv4/cipso_ipv4.c,B-file
2.2,I-version
3.6.7,I-version
InitFromRegistry,B-function
believe,O
1.6.20,I-version
FP9,B-update
7.1.1,I-version
Security/changepassword,O
2.4.0-rc13,B-version
Mac,B-edition
2.6.37-rc6,I-version
3.2.21,I-version
1.6.2.24,I-version
DOCUMENT_POSITION_DISCONNECTED,O
8.7,B-version
SGSocketUDP::read,B-function
Pebble,B-application
010,B-application
applet,O
Kerio,B-vendor
Xunlei,B-vendor
TOSHIBA,O
project,O
opt-in,O
sys_libs/umlib/um_authserver.inc.php,B-file
10.6,I-version
BackupPC,B-application
6.1.4.3-FIPS,I-version
backend/utils/adt/enum.c,B-file
rendering,O
PHP,B-PL
osCommerce/OM/Core/Site/Shop/Application/Cart/pages/main.php,B-file
SMC,B-vendor
Burning,O
/admin/ad/client/list,O
ClanSphere,B-application
In-Memory,B-version
attName,B-parameter
Storage,I-vendor
H2-ECOM,B-application
12.4(22)MDA5,I-version
myusername,O
12.5,B-version
hwpf/model/UnhandledDataStructure.java,B-file
11.1.1.6.2,B-version
Tours,I-application
Kernel/Performance,O
G5,B-application
CVE-2012-0247,B-cve id
7.x-2.3,I-version
7.2.18,I-version
CMFEditions,B-application
WP,B-application
Phone,I-hardware
PHP-Quick-Arcade,B-application
1.0.3.r1,B-version
"8.2(5.27),",I-version
cURL,B-application
1.491,I-version
GroundWork,B-application
Futon,O
JoomlaSeller,B-vendor
1.12,I-version
CounterACT,B-application
OpenConnect,B-application
PolyFromWKB,B-function
7.0.1.3038,B-version
ThreadID,B-parameter
nsSMILTimeValueSpec::IsEventBased,B-function
Input,B-relevant_term
modules/rlm_unix/rlm_unix.c,B-file
CVE-2013-2835,B-cve id
Tracker,I-application
2.27.x,B-version
Training,I-application
RecordClip,B-method
external-account,O
2.8,I-version
language,O
Edubuntu,B-os
Factory,I-os
XWiki.XWikiUsers_0_company,B-parameter
nsrpush,O
7.2.1,B-version
Express,B-application
CVE-2008-2566,B-cve id
ioquake3,B-vendor
C.3.6.2,I-version
suite,I-application
A-Form,B-application
Knudsen,I-vendor
chan_iax2.c,O
1.66,I-version
DBADM,O
3.6.13,I-version
Encryption,O
Balitbang,I-application
zl,O
This,B-application
2406,B-version
dissect_mount_dirpath_call,B-function
1.13,B-version
Library,I-application
CVE-2011-0592,B-cve id
_docs/index.php,B-file
MAS,O
CSCsk38165,O
Forescout,B-vendor
Neighbor,O
writeState,B-function
ManageNews.php,B-file
connections-table,O
0.8.40,I-version
6.920,I-version
phpMDJ,B-application
502,O
Power,I-application
Spider,B-application
libraries/config/ConfigFile.class.php,B-file
3.27,B-version
1.9,B-version
Aeolus,B-application
War,I-application
Shift,B-hardware
2.6.32.x,B-version
else,O
openconnect-devel,O
STORE_NAME,B-parameter
LandShop,B-application
3.2.10,I-version
i.e,O
run-time,O
tvbuff,O
MR804,B-hardware
OZW775,B-version
1.4.10,I-version
0.99,B-version
10.1.0.5,B-version
1.5.5,B-version
3.1.00495,I-version
2.6.37,B-version
ocsp_check,B-function
wpStoreCart,B-application
HttpURLConnection,O
feh_unique_filename,B-function
1.4.2_31,B-version
6.0.26,I-version
system-state,O
Rock,B-application
lib/viewvc.py,B-file
Crowbar,B-application
CVE-2010-1126,B-cve id
P2000,I-hardware
MOVE_EXT,O
NNM_01206,O
work,O
6LoWPAN,B-version
0x2f,B-version
Finance,I-application
DH_OneSecondTick,B-function
convert,O
UIF,B-application
UTM,O
What,O
net/ipv6/reassembly.c,B-file
SetEnvIf,O
xml,B-version
crypto/crypto_user.c,B-file
8.8.5.6,I-version
delete_query.aspx,O
audioop.c,O
CMarkup,O
exif.c,B-file
Setup,I-application
1.9.5,B-version
1.5.10,I-version
6.1.0216,B-version
BIG-IP,O
DiY-CMS,B-application
CVE-2011-1083,B-cve id
bug_list,B-parameter
webdav_vfsops.c,B-file
dhcpd.conf,O
CVE-2012-4173,B-cve id
ikec,O
Policy,B-application
0.7.7,I-version
9.2.4,B-version
5.1.0.147,B-version
Advanced,B-hardware
Modo,B-application
32,O
Months,I-application
simple_deny_groups,O
lib/pkp/lib/tinymce/jscripts/tiny_mce/plugins/ibrowser/ibrowser.php,B-file
load_script,B-function
AdAstrA,B-vendor
20121031,I-version
RESTEasy,B-application
nsSVGPathElement::GetPathLengthScale,B-function
None,O
pplog,B-application
CSSComputedStyleDeclaration.cpp,B-file
fs/ext4/move_extent.c,B-file
sucker,O
6.0.8,B-version
5.1.51,I-version
remote_support.cgi,O
ZoneCheck,B-application
virt-inspector,O
Overflow,B-relevant_term
imposition,O
4.2.254.0,B-version
scripts.php,O
1.17.3,I-version
cai://,O
PHPB2B,B-application
Image,O
11.100,I-version
Quiz,I-application
offer,O
runas_default,O
tasks/ajax/edittask.php,B-file
setup/base_conf_contents.php,B-file
ATutor,B-application
meo,O
lib/MessageStoreImpl.cpp,B-file
apps/calendar/templates/part.import.php,B-file
12.1.0.1,B-version
Pane,O
1.0.5-3,I-version
1.1.104,B-version
VE3005,O
limits,O
tests/test-active-record.php,B-file
PKCS#11,O
3.1.2.47,B-version
1.5b,B-version
Supplier,I-application
Search,B-application
rtps_util_add_bitmap,B-function
fs/btrfs/ioctl.c,B-file
6.x-3.4,I-version
host_id,B-parameter
ZCL,O
OM/Core/Site/Admin/Application/templates_modules/pages/edit.php,B-file
administer,O
Interconnect,I-application
AtermWR8600N,B-hardware
7.22.2,B-version
FFmpeg,B-vendor
sftp_mkdir,B-function
Vote,O
Media,I-application
2013,I-version
3.6.24,I-version
groupname,O
8.1.0.1800,B-version
4.00,B-version
permissions,B-relevant_term
pasteHTML,O
enum_recv,B-function
DOMSVGTests::GetRequiredFeatures,O
1.5.x,B-version
ASP.NET,B-application
Juniper,B-vendor
CVE-2011-0035,B-cve id
com_jeformcr,O
5.0.3.18,B-version
fs/xfs/xfs_dfrag.c,B-file
CVE-2011-0786,B-cve id
CSCtz40947,O
1.9.19,I-version
msci_java.dll,B-file
clearBudget,B-application
CVE-2010-3056,B-cve id
Execution,B-version
submitticket.php,B-file
tbbmalloc.dll,B-file
Gen,O
Prestashop,B-application
cell,O
drivers/gpu/msm/kgsl.c,B-file
cups-pk-helper,B-application
user_webdavauth,O
newsletter.php,O
0.9.8v,I-version
dissect_version_4_primary_header,B-function
CVE-2012-5643,B-cve id
2.4.2,I-version
301.1009.2904.0,B-version
EC-CUBE,B-application
R12,B-version
Havalite,B-vendor
5.2.0,I-version
Siestta,B-application
Access-Request,O
0xF1,B-version
2.11.2,I-version
files/index.php,B-file
ALFTP,B-application
9.03,I-version
bytes_repr_len,B-function
Order,I-application
7.11.1.163,B-version
admin/modules/mod_users.php,B-file
install/versions/upgrade_115.inc.php,B-file
python-cjson,B-application
auth.dll,B-file
2010,I-version
1.4.0.0,B-version
1.4.38.1,I-version
Luxology,B-vendor
dotCMS,B-application
B.11.31_08,B-version
DiskQuota,I-application
10.4,B-version
upload,O
WHMCS,B-application
CVE-2011-0077,B-cve id
Pad,I-application
500page.jsp,B-version
Baseball,B-application
blocnote.class.php,O
RunAMTCommand,O
5.52,B-version
8.2.1,B-version
WorkSpace,O
Webgrind,B-application
reassemble_message,B-function
SP21,I-version
2.1.9,I-version
ext/oci8/oci8.c,B-file
WebCore/html/HTMLLinkElement.cpp,B-file
Core-My,O
ContainerServlets,O
RHEV,O
8.0.6001.19120,B-version
CVE-2011-0593,B-cve id
1.2.18,I-version
libraries/server_synchronize.lib.php,B-file
headerVerifyInfo,B-function
virTypedParameterArrayClear,B-function
InForm,B-application
cabextract,B-application
sysdeps/posix/getaddrinfo.c,B-file
udhcpc,O
includes/base_action.inc.php,B-file
Subscription,B-application
6.3.0.11,I-version
BasicLogin,O
2012.1.1,I-version
3.01.010,I-version
1.580,B-version
app/view/agenda-widget.php,B-file
"""."",",O
FCKeditor,B-application
anti-exploitation,O
db/ajxgaleri.mdb,B-file
Supervisor,I-application
Cobol,B-application
QEMU,O
Intel,B-hardware
PM45,O
5.x-1.4,I-version
assignments/add_assignment.php,B-file
CVE-2012-1113,B-cve id
CVE-2012-4419,B-cve id
3.3.0.3610,I-version
H0-ECOM,B-application
squid.conf,B-file
8.0.14346,I-version
Tube,I-application
drivers/char/tpm/tpm.c,B-file
ZODB,B-application
5.6.1,I-version
Studio,B-application
Attached,I-hardware
ibm-application-bnd.xmi,B-file
0.3.5,B-version
CVE-2011-2722,B-cve id
1.0.1d,I-version
Gis_line_string::init_from_wkb,B-function
wlcms_o_developer_name,B-parameter
F*EX,O
Jscript9.dll,O
spywall/blocked_file.php,B-file
sapi/fpm/fpm/fpm_main.c,B-file
artefact/plans/viewtasks.json.php,B-file
Advanced,B-edition
Bionic,B-application
1.2.3,I-version
6.4.0beta1,I-version
Point,O
control/approve_comments.php,B-file
b10978,B-update
"8.4(3),",I-version
E462,B-hardware
themes/default/tile_search/index.tmpl.php,B-file
support,B-application
SimpNews,B-application
5.2.8,I-version
upgrademain.cgi,O
NUT,B-application
usr/extensions/get_infochannel.inc.php,B-file
news/form.php,B-file
plug-ins/lighting/lighting-ui.c,B-file
net/sched/sch_api.c,B-file
2.4.4.8,B-version
K2,O
0x88,B-version
Informer,I-application
OrangeHRM,B-application
EDS,B-application
Directory,B-application
samedit,O
AI,O
asp_tags,O
alerts,O
"resources,""",O
5.8.4,I-version
RPM,B-application
8.5(1)su1,I-version
Minute,I-application
fs/partitions/efi.c,B-file
nsepa.ocx,O
Process,B-application
snag,O
nnmRptConfig.exe,O
2.30.0.23,B-version
identify,O
pages.add/pages.add.php,B-file
pcapng_read_packet_block,B-function
interprets,O
Zenoss,B-application
0.82.7.3,I-version
ipc/compat.c,B-file
includes/window_top.php,B-file
Integrated,I-application
world,O
beta1,B-update
6.1.0.12,I-version
2.0.9,I-version
xfs,B-version
ROHC,O
x-scheme-handler/http,O
802.1X,B-version
0.7.20,B-version
online_pages,B-function
igmp_heard_query,B-function
tftp-hpa,B-application
Pidgin,B-vendor
CVE-2013-0441,B-cve id
P8,B-application
MyJobList,B-application
US-CERT,O
ct_id,B-parameter
a.k.a,O
3.10,I-version
SSPI,O
VirusScan,B-application
1.3,B-version
Documentation,I-application
apass,O
9.0.4600,B-version
mac,B-edition
Slide,I-hardware
pluginlicense.ini,O
admin/item_status.php,B-file
viewPayGrades,O
CVE-2010-3342,B-cve id
1.1.10,B-version
posix,O
MSHTML.DLL,B-file
fileName,B-parameter
2.5.2,B-version
present,O
oreplug,I-application
png_formatted_warning,B-function
CVE-2013-0378,B-cve id
MPF,O
nbd-server.c,B-file
CVE-2012-0589,B-cve id
01-03-/F,I-version
TYPO3,B-vendor
Label,I-application
libnids,B-application
Cr-48,B-hardware
DMX,O
2.6.33-rc4,I-version
Invitation.doc,O
libavcodec/mpegaudiodec.c,B-file
CSCtc12426,O
Fraud,I-application
UIKit,B-application
AM_5.22,I-version
__pmGetPDU,B-function
CVE-2012-0685,B-cve id
QTL,O
8.2.0.a,B-version
10.1.4,I-version
addons/uploadify/uploadify.php,B-file
nouveau,O
dbMain,O
devlog,B-application
cross-site,B-relevant_term
RichFX,B-application
upload_file(),B-function
localconfig,O
8.02,B-version
admin/code/tce_functions_tcecode_editor.php,B-file
addcslashes,O
nsextt,O
supposed,O
Bulletin,O
RIP,O
SelectionIterator::GetNextSegment,B-function
private/pm_temp.php,B-file
2.40.1.1,B-version
trust,O
GUI,B-application
conditions,I-relevant_term
OptiPNG,B-application
27.7.2,B-version
id_group,B-parameter
0.2.13,I-version
C310,I-hardware
icmLut_allocate,B-function
OTRS-Core,O
MediaWiki,B-vendor
GitHub,B-vendor
modules/content/admin/content.php,B-file
CVE-2009-1571,B-cve id
passwd,O
Tivoli,B-application
8.3.19,I-version
completing,O
JomSocial,O
com.gmail.zbnetium,O
4.5,B-version
6.1.0.3,I-version
backend/ctrl.c,B-file
4.4.2,I-version
net/sched/act_skbedit.c,B-file
pwrite,O
CVE-2012-4152,B-cve id
www/editor/tiny_mce/langs/language.php,B-file
feed,O
CVE-2010-0589,B-cve id
2.6.39.1,I-version
IMP,I-application
0.30.0,I-version
0.2.27052012.5,I-version
pre-allocated,B-update
5.4.5.1,B-version
6.x-1.26,I-version
InTouch,I-application
LibDir,B-parameter
watermark,O
17.0.4,I-version
INVOhost,B-application
"8.0(5.26),",I-version
Net4Switch's,B-application
login[username,O
realm,O
CVE-2010-0204,B-cve id
op/op.FolderNotify.php,B-file
8.02HP3,I-version
Space,I-application
PlugIn,I-application
3.3.xSG,B-version
4.7.0,B-version
tf_name,B-parameter
process_put,B-function
MatrikonOPC,B-application
CVE-2012-3485,B-cve id
group/members.php,B-file
Shopping,I-application
46824,O
2.0.12.0,B-version
2.14,I-version
Celerra,B-hardware
fusion_core/template.php,B-file
1.98d,I-version
ft_var_readpackedpoints,B-function
Plug-in,B-version
drivers/net/wireless/b43/dma.c,B-file
frontends/php/popup_bitem.php,B-file
IPComp,O
1.0.0f,I-version
19.0,I-version
parser.c,B-file
JACC,O
/tmp/puppetdoc.txt,B-file
string_vformat,B-function
VirtualBox,B-version
Plogger,B-application
WMP11,O
_WriteProlog,B-function
C510,B-version
post_ID,B-parameter
BBS,I-application
z_Residency,B-parameter
Service,B-hardware
filtering,O
contact_support.php,O
Sellector.com,O
ClearSite,B-application
ReadMetaFromId3v2,B-function
7.1.3b(Su2,I-version
dot11t/t_if_dot11_hal_ath.c,B-file
app/controllers/todos_controller.rb,B-file
tcf_mirred_dump,B-function
7.53,B-version
Tine,B-application
includeFile,B-parameter
history.php,O
recommended,O
Presentation,O
kintai,B-application
drivers/connector/connector.c,B-file
api/soap/mc_api.php,B-file
555,O
Euro,O
9.3.3,B-version
SEO,I-application
"7.2(5.3),",I-version
2009.05.07.70,B-version
12.2SRE,B-version
CRuby,O
VeriFone,B-vendor
"7.0(8.10),",I-version
filter_order,O
CVE-2009-4102,B-cve id
authorization,B-relevant_term
3.3.4,B-version
PrestaShop,B-vendor
RV,B-application
net/rds/recv.c,B-file
Manager,B-application
1.2.29,B-version
2.11.11.1,I-version
cli_pdf,B-function
Mark,O
Installation,O
HAVE_GSSAPI,O
Kit,I-application
CSCto63060,O
DLE,I-application
3522,O
displayname,O
0xff,B-version
MF,B-application
wintab32.dll,B-file
r55822,I-version
arch/sparc/kernel/tsb.S,B-file
0.6.5,I-version
configuring,O
userid,O
CVE-2011-5194,B-cve id
disk_create,B-function
TIFFYCbCrtoRGB,B-function
4.18.3,I-version
controllers,I-application
modules/codec/subtitles/subsdec.c,B-file
modules/TinyMCE/TinyMCE.module.php,B-file
Pandora,B-application
CVE-2011-4567,B-cve id
Data,I-application
ProcessSSDPRequest,B-function
thumbnails,O
Parodia,B-application
BEAST,O
callback,O
5.1.0.39-TIV-AWS-IF0040,I-version
T27LB,B-version
Roxio,B-vendor
2011.3.1,I-version
DataTraveler,B-hardware
5.2.193.11,I-version
3.6.3,I-version
GetProperty,B-function
txtHomeSearch,B-parameter
XenApp,B-application
3.9.3,I-version
1.6.1.17,I-version
Interlink,B-application
1.7.1,B-version
1.23,B-version
7.x-1.7,I-version
httpError,B-method
lib/puppet/util/suidmanager.rb,B-file
Web,I-application
"/1/,",O
0.9.8r,I-version
functions/imap_general.php,B-file
fcgid_header_bucket_read,B-function
Sources,I-application
Geekhelps,B-vendor
Colorbox,B-vendor
9.0.8.4,I-version
loop,I-relevant_term
HL-SiteManager,B-application
SP4,B-version
CVE-2009-3563,B-cve id
Port,O
slapi_printmessage,B-function
files/ajax/rename.php,B-file
web.pm,B-file
StoryBoard,O
Daemon,B-application
Picasa,B-application
Scalar,B-hardware
8.50.10,B-version
Vulnerability,I-relevant_term
phar_wrapper_open_url,B-function
golfcourses,O
"8.0(5.23),",I-version
2862,O
conceptcms,B-application
get_userinfo,B-method
GO,B-application
libmagic,B-application
recaptcha_opt_pubkey,O
festat,B-application
QtWeb,B-application
sendmess,O
2.2.25,B-version
CVE-2012-2024,B-cve id
SelectDirectory,B-method
9.8.4-P1,I-version
Zensur,O
Digital,I-application
PowerZip,O
ldm_parse_vmdb,B-function
codes/wcms.php,B-file
Application,B-application
COMOS,B-application
Thunderbird,B-application
Shareasale,B-application
5.32,B-version
3.04,I-version
0.4b14,B-version
Thesaurus,B-application
marketing-text,O
2.2.24-dev,I-version
3.2.13,I-version
window.open,O
1.1.5,B-version
otrl_base64_otr_decode,B-function
Collaboration,I-application
15.3,B-version
jclient._Java_novell_jclient_JClient_defineClass@20,B-function
House,I-application
iBoutique,B-application
Synchronizer,I-application
6.1.0-TIV-ITDS-FP0005,I-version
P02,I-version
"8.3(2.22),",I-version
Winn,B-application
2.1,I-version
JustSystems,B-vendor
fex,B-application
org.debian.apt.UpdateCachePartially,B-method
Engineering,I-application
appliances,O
SENTINEL,B-application
Horde,B-vendor
page/options.php,B-file
Plant,I-application
lib/vclib/svn/svn_ra.py,B-file
CVE-2012-2034,B-cve id
schpw.c,B-file
Generator,I-application
phrases,O
2.2.21,I-version
Rentals,I-application
revision,O
Frams,O
Q&A,O
mPDF,B-application
5500,I-hardware
WebCenter,O
0.8.6,I-version
keep,O
CVE-2011-1478,B-cve id
admin/sources/base/core.php,B-file
optimizer/index.php,B-file
HP1,B-update
tgm_newsletter,O
CVE-2010-0025,B-cve id
6.4,B-version
pivotx/ajaxhelper.php,B-file
epan/dissectors/packet-rtps.c,B-file
CSoundFile::ReadDSM,B-function
RealPage,B-vendor
CVE-2011-0730,B-cve id
1.2.00,B-version
LTS,B-edition
BCM4325,B-hardware
Accounts,O
Manager,I-application
Software,I-vendor
fixes,O
3.1.12,B-version
"5.1(3)N1(1),",I-version
sfw,O
CVE-2011-0748,B-cve id
ImpressPages,B-application
ActiveScriptRuby,B-application
2.4.1-test1,B-version
1.8.5,I-version
imlib2,B-application
Terillion,B-application
6.5.0-006,I-version
SkinCrafter,B-application
6.7.6-3,I-version
javax.servlet.context.tempdir,O
user_logout,B-function
scaled,O
Knowledge,B-application
CHF1,B-update
signature-based,B-relevant_term
system-config-printer,B-application
TecVoz,B-vendor
my_rand,B-function
Poll,I-application
7.5.1.2,B-version
CONTENT,O
6.1.x-FIPS,B-version
0.2.2.39,I-version
CommonSpot,B-application
1.4.7,B-version
13,O
cohort/edit_form.php,B-file
core/control/Director.php,B-file
0.7.18,I-version
10.00,B-version
udptl_rx_packet,B-function
Katello,B-application
twitter_id,B-parameter
gfxTextRun::ShrinkToLigatureBoundaries,B-function
password-authentication,O
MR6,B-update
help_email,O
ProcSetEventMask,B-function
3.7.2S,I-version
relationship,O
9250c,B-version
acpi_debugfs_init,B-function
BlueDragon,O
templates/beez/html/com_content/article/form.php,B-file
Comtrend,B-vendor
880,I-version
Skeletonz,B-application
tm_mupad_help,O
CVE-2010-3044,B-cve id
1.6.1.21,B-version
mm,O
CVE-2012-4214,B-cve id
FWE,O
2.2.3.1,I-version
11.2.202.258,I-version
emesenelib/ProfileManager.py,B-file
Plugin,B-application
tooltips,O
NVIDIA,B-vendor
1.21.16,B-version
x64,B-edition
image-registration,O
Traceroute,O
BreakCircularMemoryReferences,B-function
Director,B-application
DA,I-application
signing,O
8.0.0.2,B-version
acpid.c,O
libgnomesu,B-application
Bernstein,O
net/ipv6/addrconf.c,B-file
BIGLOBE,I-application
users,I-relevant_term
Injader,B-application
AF_TIPC,O
/host,O
YABSoft,B-vendor
OpenAFS,B-application
M1212nf,O
X9000,B-version
Utilities,I-application
WebKit.dll,O
Brocade,B-vendor
LANG_CODE,B-parameter
8.5.2.1,I-version
String.cci,B-file
TwikiPage,O
"php-cgi),",O
Sudo,B-application
Mxxxx,O
5.11.2,B-version
KDE,B-vendor
private/cindefn.php,B-file
4.5.5,I-version
Questions,I-application
0.5.6,I-version
CVE-2010-2960,B-cve id
complies,O
libwww-perl,B-application
GPG,O
2.1.2-unstable,I-version
6.x-3.x,B-version
1.50.1131.0,B-version
SE,I-application
