token,tag
পল ক্যাথিড্রাল বৌদি সোসাইটির,ORG
24/10/2007,TIME
নয়নের,PER
+৮৮০১৭৫২১৪০৫৭৮,PHN
রজক,PER
প্রভাবশালী,PER
রাইস,PER
কর্তব্যরত,OBJ
প্রয়োজন—,OBJ
১৫-১২-১৯৫৮,TIME
২৩-৪-১৯৬১,TIME
89231,NUM
+৮৮০১৩৮১০২৬৬২১,PHN
৫-৫-২০৯১,TIME
ফেনটন,PER
জায়গা,LOC
১৭৬,NUM
70666,NUM
16:12:47,TIME
জায়ান্টদের,OBJ
+8801748562402,PHN
+8801379013370,PHN
নৌমহড়াটি,OBJ
করায়,OBJ
+8801303305828,PHN
৯৩৭২৩৯১৪৪,NUM
+8801444698553,PHN
দিলোয়ার,PER
অর্জুনতলা,LOC
দুর্ভিক্ষের,OBJ
+8801544773733,PHN
থাকব,OBJ
+৮৮০১৪৯১৬০৩৫৬৬,PHN
শটটা,OBJ
স্টকপোর্ট,OBJ
লোকের,PER
৩১-১২-২০৭৯,TIME
২১/৬/২০৪১,TIME
মাদকাসক্তির,OBJ
19:12:17,TIME
৭/৭/১৯৫৯,TIME
আলুর,OBJ
মামুদ,PER
৫-১১-১৯৫৪,TIME
36704,NUM
সোব্রাদোয়,LOC
অটোমোবাইল ক্লাব,ORG
গ্রিজমান,PER
শায়ারকে,PER
92246,NUM
+8801460684892,PHN
মহসিনুল,PER
01:47:32,TIME
নেছারিয়া,ORG
ফুয়েল,OBJ
স্থানীয়,LOC
১৯২০,TIME
গ্লোরিয়া,PER
+৮৮০১৬১৮৬১৫৮৬৯,PHN
আরকাজি,PER
০০,NUM
গঙ্গাকে,LOC
কুশ,OBJ
07/05/2023,TIME
+৮৮০১৯০৬০৪২৩৩৭,PHN
প্রস্তাব,OBJ
১৫/৭/১৮৫৪,TIME
ধীরেন,PER
রায়ালসীমার,LOC
টটেনহ্যাম,ORG
রাগ,OBJ
ইউরোপীয়,ORG
+৮৮০১৭৭৮৯৯৩৫০৬,PHN
লাইনই,OBJ
84872,NUM
টিপস,OBJ
07:31:58,TIME
২৬-১২-২০৬৭,TIME
আজিজুলের,PER
৮১২১৬৮৫,NUM
৩৫২৫৪,NUM
ক্যান্সার,ORG
11610,NUM
থোথমোস,PER
৬২৪২৮৮৬৯৪,NUM
এস এম শফীর,PER
লোকেশনের,LOC
+8801757400131,PHN
নম্বর,OBJ
11:35:17,TIME
ইঁদুর,PER
ফ্যান্সি,LOC
শিবপুরি,LOC
নেতাকর্মীদের,PER
বাসা,LOC
ডেভিড,ORG
১৬৮,NUM
56512,NUM
07:22:11,TIME
মোহাম্মদ হুমায়ুন কবির,PER
৩,NUM
মুদ্রাকর,PER
ধুলিয়ানের,LOC
৭-৭-১৯৫৯,TIME
কৃষ্ণনাগী মণ্ডপাম নদী,LOC
মাঝিরা,OBJ
হাসানুজ্জামান শেখ,PER
ডনেল জেমস জে,PER
উযবেকিস্তান,LOC
ভর,OBJ
খারাপই,OBJ
আমতলায়,LOC
ওপরেও,OBJ
প্রশিক্ষণার্থীদের,OBJ
জেতাতে,OBJ
+৮৮০১৯৯৭৬৩২৩৫৮,PHN
পক্ষপাতহীনভাবে,OBJ
ভারতীয়,LOC
﻿শরীরে,OBJ
উইম্বলডনের,LOC
ইসফুরান,ORG
১২০০,NUM
দাতা,OBJ
ডফিন,OBJ
ধূলশুড়া,LOC
+৮৮০১৪২১৫৩০৬৪৮,PHN
মধ্য উরালের,LOC
22436,NUM
47974,NUM
বড়লেখা,LOC
নৌকাবাইচসহ,OBJ
গুরুসদয়,PER
18:29:58,TIME
48026,NUM
ক্রেসেন্টের,ORG
আনচেলত্তি,PER
৭৬২৩৬৪৭৯৪,NUM
55966,NUM
গোরক্ষকদের,OBJ
+৮৮০১৪৫১৫৮২৮০৭,PHN
আখেরি,OBJ
সংসদ,LOC
ভোটারদের,PER
নাসা,ORG
মাড়িয়া,LOC
সোনার বস্তু,OBJ
ভেলঘর,LOC
২৬-১-১৯২৩,TIME
07:23:20,TIME
অরল্যান্ডো,PER
মার্সেলিন,PER
1897,NUM
অভিষিক্ত,OBJ
আর্টিস্টদেরও,PER
রহমানকে</nowiki,PER
69852,NUM
7048,NUM
13/04/2032,TIME
বরগুনার,LOC
+৮৮০১৪৭৭৫৪৫৪৮৪,PHN
আগরতলা,PER
পোশাকগুলো,OBJ
৮৬,NUM
পল জুলিয়াস,PER
74064,NUM
টারম্যান,PER
76174,NUM
সাম্রাজ্যে,LOC
ফ্লাইট,LOC
+8801658262350,PHN
পুলোয়ামার,PER
হিরু,PER
মিলগুলোতে,OBJ
আশা,ORG
বৃত্তি,ORG
পটনায়ক,LOC
নেটওয়ার্কের,OBJ
না—,OBJ
24/11/2029,TIME
টোয়েন্টিতে,OBJ
প্রচুর,OBJ
সেইন্ট,ORG
19526,NUM
ঝর্না,LOC
অফিসসূত্রে,ORG
+8801676705923,PHN
স্বাস্থ্য মন্ত্রণালয়ের,ORG
২২৮৫১৭,NUM
হুমায়ুনের,PER
গাবতলি,LOC
কদিন,TIME
+8801772958904,PHN
কমন,OBJ
পর্বতকে,OBJ
09/06/2011,TIME
৩০/১/১৮৬৭,TIME
নির্বাসখোলা,LOC
৬৪,NUM
৪৪৫১১৩৯,NUM
ভাইসরয়ের,OBJ
শাস্তিপ্রাপ্তদের,PER
সামনের,OBJ
৬৪৫৬,NUM
গ্রেগরী,ORG
+৮৮০১৩১০৭৯৩০৫৫,PHN
+8801305680001,PHN
বশে,OBJ
র্যাব,ORG
+8801318114011,PHN
31828,NUM
সরজিত্,PER
সেন্ট্রাল ইন্ডিপেন্ডেন্ট টেলিভিশন,ORG
+8801761370098,PHN
+8801754014512,PHN
বন্যার্ত,OBJ
মহালছড়ি ইউনিয়ন,LOC
একমাসে,TIME
বড়দল দক্ষিণ,LOC
তাড়িয়ে,OBJ
রকিবউদ্দিন,PER
সিভিল,ORG
৯৪৩৭,NUM
৬৯২৮৮৯৩,NUM
65612,NUM
তাঁকে,OBJ
18:34:09,TIME
চিঠির,OBJ
হাইলাইটার,OBJ
3698,NUM
ঋদ্ধিমান,PER
02:06:14,TIME
ডিওনাইসুসের,PER
33665,NUM
ফুলিয়ে,OBJ
শাহীপাড়া,LOC
দানিকেন,PER
+৮৮০১৬৮২৪২৪৫৫৮,PHN
৫৯৩৩৯৭৮,NUM
৩-৩-১৯৫১,TIME
সবুজবাগ,LOC
কষ্ঠ,OBJ
প্রকাশেও,OBJ
বৌদ্ধদেরকে,ORG
৯৫,NUM
11:05:44,TIME
ভিটোর গাড়ি,OBJ
আকিজ সিকিউরিটিজ লিমিটেড,ORG
কৈয়ারবিল ইউনিয়ন,LOC
শিখা,OBJ
ওয়েস্টার্ন রিজার্ভ ইউনিভার্সিটি,ORG
15:08:52,TIME
হিউজেসকে,PER
প্রদীপ পাত্রের,OBJ
১২/৫/২০০৬,TIME
৬৬৩৪৩,NUM
আমান উল্যাহ চৌধুরী,PER
চালান,OBJ
অ্যালেক্সি,PER
২৬/২/১৯৭৬,TIME
কাঁঠালিয়ায়,LOC
৭৩২৫৫৩৮,NUM
অ্যাগ্রিকালচারে,ORG
শ্যাওলা,OBJ
23:30:43,TIME
22:35:49,TIME
আন্দরকিল্লা,PER
খেলবো,OBJ
বেহিচের,PER
সংগঠনগুলোকে,ORG
রপ্তানিকারকদের,OBJ
ইউরোপ-সহ,LOC
৩১৯,NUM
দস্যু,ORG
অস্ত্র,OBJ
+8801454473447,PHN
মদক এলাকার,LOC
23332,NUM
+8801915516052,PHN
মেরাজের,PER
31180,NUM
+8801841712150,PHN
+৮৮০১৪২২১৪১৭৩০,PHN
লিঙ্গুইস্টিক সোসাইটি অফ আমেরিকা,ORG
৫-১২-১৯০৬,TIME
১৩,TIME
আনোয়েতায়,LOC
ট্রান্সকেইয়ের,PER
কাশীশ্বরী দেবী মন্থনার,PER
ঝরে,OBJ
ফাউন্ডেশন,OBJ
উপকূলবর্তী দ্বীপ,LOC
লেবেলে,OBJ
+৮৮০১৯৯১৬৯১৭২৫,PHN
12/07/2094,TIME
80508,NUM
সাইদা,PER
৬,NUM
অস্ট্রেলিয়াও,ORG
২২/৬/১৯০০,TIME
প্রশাসনের,ORG
৫২২৭৬৪,NUM
কলাম্বিয়া,PER
টেনিস,OBJ
হাতানোর,OBJ
27399,NUM
+৮৮০১৬৩০৭৪৫০৭৩,PHN
03:08:28,TIME
তেলেগু দেশম পার্টির,ORG
+8801470646267,PHN
২/৯/১৭৫৫,TIME
হয়েছিল৷,OBJ
এদেশেই,OBJ
ফিফটি,OBJ
+৮৮০১৪২৪৩৮০৫৭৯,PHN
ইরানের,LOC
জিনিসপত্রও,OBJ
46396,NUM
১/৬/১৭৯১,TIME
প্রদক্ষিণ,OBJ
ড্রামাতে,ORG
দাসসহ,PER
হরিনগরে,LOC
টোকিও,ORG
হ্ন,OBJ
+৮৮০১৩৯৮৩৭৬৭৪০,PHN
শিউলীতলায়,OBJ
বিষয়টিকে,OBJ
+৮৮০১৯৩৪৫২১২০৭,PHN
9973,NUM
লিমিটেড‎,ORG
22/02/1951,TIME
বিপর্যস্ত,OBJ
শোভনালী,LOC
আহ,OBJ
হ্যান্ডলিং বিমান,OBJ
দুইদিনের,TIME
চ্যাটার্জির,PER
লোদি,PER
ইয়েমেনে,LOC
+৮৮০১৯০৪৩৬০৮০০,PHN
ডিমু,PER
মতটা,OBJ
ভাষার,OBJ
53876,NUM
01:19:31,TIME
11:49:47,TIME
মেরাজ,PER
খিলগাঁও,LOC
৮/১০/১৭৭৪,TIME
৭৬৬৮,NUM
10/11/2051,TIME
+৮৮০১৯৮৭৫৪৯৫৮৬,PHN
32113,NUM
শিক্ষালয় আব্বাসি সাম্রাজ্যের,LOC
93960,NUM
৪-২-২০০৯,TIME
97991,NUM
61621,NUM
ভারতের,PER
45889,NUM
৫৩৯৯৬৬৫২,NUM
বিএসইসি,ORG
বসত,OBJ
15:30:55,TIME
ভালোভাবেই,OBJ
মুসলমানদের,PER
মোদী,OBJ
১৩০৪,TIME
+8801430776020,PHN
১/১২/১৯১০,TIME
ইউনিয়নই,LOC
+8801624622798,PHN
প্রতিরক্ষামন্ত্রী৷,OBJ
94210,NUM
জেসুসের,PER
বাঙ্গালা দ্বি মূখী,ORG
১নং,OBJ
কসমেটিকস,OBJ
শোয়ায়ব,PER
ন্যাশনাল ডিফেন্স একাডেমীর,ORG
01/11/2068,TIME
চিশতির,OBJ
15:02:57,TIME
৯৩৫১৯৯১১৫,NUM
৬/১২/২০০২,TIME
৩০/৭/১৮৭৩,TIME
রাসেলকেই,ORG
বশির উল্লাহ,PER
সাবেলাকে,PER
18:03:42,TIME
ডুবি,OBJ
16:10:18,TIME
অক্সফোর্ড,LOC
03/11/2006,TIME
১৩-১১-১৮১০,TIME
মহিষখোচা,LOC
78147,NUM
সংবাদদাতা,PER
সরকারি,PER
৯৫৯৮১৮৫৫৩,NUM
5306,NUM
ছড়িয়ে,OBJ
দেবীগঞ্জ,PER
+8801329032181,PHN
হাভেলি জাহাজ,OBJ
ফান্দাউক মদিনাতুল উলুম দাখিল মাদ্রাসা,ORG
সম্ভবপর,OBJ
কবি আবিদ আজাদের,PER
বরফের,OBJ
চলাচলে,OBJ
আঙ্কারায়,LOC
গ্রেগরিনি,PER
+8801875794223,PHN
শুক্রাণুর,OBJ
গল্পটি,OBJ
রেস,OBJ
১৭-৩-১৮২৮,TIME
নিধনযজ্ঞ,OBJ
+৮৮০১৯৮৯২৯১০৩৯,PHN
মনিষ,PER
ফিটিংসসহ,OBJ
+8801767098713,PHN
সাক্ষাতকারে,OBJ
+8801370816293,PHN
প্রদ্যুম্নের,PER
৪৮৮৮২৩,NUM
93741,NUM
১৫৫২,TIME
নৃত্যপরিচালক,PER
+8801302185743,PHN
রবার্ট বোয়েস,PER
08:22:52,TIME
এপি,ORG
67387,NUM
আওয়ামীলীগ,ORG
২৮/৯/১৮৬৮,TIME
প্রয়াতের,PER
বেতাগৈর,LOC
রয়্যাল অস্ট্রেলিয়ান এয়ার ফোর্স,ORG
সংগ্রাম,ORG
+৮৮০১৩৯০৯৮৪১৩৬,PHN
মেসোহিপ্পাসদের,PER
+8801692637386,PHN
দীপু,PER
পেদ্রো,PER
রহমতগঞ্জের,ORG
সই,OBJ
অধিকর্তাকে,PER
18:17:26,TIME
প্রানে,OBJ
57989,NUM
+৮৮০১৩২৮৮৪৮০৭৮,PHN
৭১২৪৫৭৬৫৮,NUM
মধুদিয়া,LOC
ট্রলারসমূহকে,OBJ
সিংহর,PER
৩৬৫৬৮৩৪২,NUM
ফেলার,OBJ
+8801704961846,PHN
৭৭৩৩৭৭,NUM
+৮৮০১৯৩৫৯৩০১৭৯,PHN
মালিন্দী বন্দরে,LOC
সফটওয়্যারও,OBJ
৯৪১৭৩,NUM
রেপ,OBJ
৪,NUM
বদনগঞ্জ,LOC
হাসপাতাল্গুলো,ORG
বিপণন,ORG
শারজাহতে,LOC
গুপ্তরচদের,PER
উলভসের,PER
গিফি,PER
+8801557313662,PHN
হারমান ভেইল,PER
৮২৭৯৮৮,NUM
+8801458861521,PHN
+8801411654505,PHN
+৮৮০১৫৭০৬২৯৩০৫,PHN
নিয়ন্ত্রণাধীন,LOC
মেরিলিবোন,ORG
+8801614499662,PHN
ম্লল্ভুম ইন্সিটিউট অফ টেকনোলজি,ORG
ফেলব,OBJ
57497,NUM
হচ্ছে—,OBJ
উলিয়ানোভসক,PER
পোলাটা,OBJ
বঙ্গীয় বিজ্ঞান পরিষদ,ORG
সান ফ্রান্সিস্কো যুক্তরাষ্ট্রের,LOC
ইসলামী একাডেমি,ORG
কানি,OBJ
+8801917411241,PHN
29275,NUM
উল্কল্টাতে,OBJ
সিরিঞ্জ,OBJ
দীর্ঘদিন,PER
ইউরোনিমাসকে,PER
নর্থ,LOC
ইঙ্গ,LOC
4947,NUM
জানেত্তি,PER
পিটবুলের,PER
দণ্ডিত,OBJ
কৈলাইল,LOC
ভানভির,PER
00:55:28,TIME
64195,NUM
সুদহার,OBJ
কনর-এর,PER
পুজারা,PER
২০/১২/১৯৫৭,TIME
05:59:41,TIME
শরীফউল্লাহ,PER
লাগ্রঁজ,PER
আরিওলা,PER
কেএন,OBJ
+8801957128881,PHN
স্টক,ORG
৫৬,NUM
12:27:53,TIME
৩৬৪৪৬৭,NUM
35706,NUM
সাঁপুইপাড়া,LOC
এমেরিটাস,OBJ
ম্যারিনেড সস,OBJ
+৮৮০১৯৩৯৮১১৭০১,PHN
+৮৮০১৭৮৯৯৯৭৮৩৩,PHN
সম্ভব,OBJ
+৮৮০১৮৩৩৩৮৯০৬৭,PHN
রাসায়নিক পদার্থ,OBJ
39983,NUM
টিন,OBJ
রাশিয়ান,LOC
হুট,OBJ
পর্বতারোহী,PER
তারাশ,LOC
61055,NUM
রোমেলো,PER
প্রজন্ম,PER
ছলিমগঞ্জ,LOC
74283,NUM
সাংবাদিক সমিতি,ORG
লিখলেন,OBJ
বিকোয়,OBJ
আহসানুল,PER
গর্ডন বিশ্ববিদ্যালয়ে,ORG
১৯-৮-১৮৩৬,TIME
পাঞ্জাবসহ,LOC
চাংলিমিথাং,LOC
19/12/1934,TIME
07/03/2015,TIME
ইউএনএইডসের,ORG
নাসরীন,PER
২/৩/১৮০৫,TIME
74228,NUM
+8801495567430,PHN
ইস্যুটিকে,OBJ
22:14:08,TIME
সার্জেন্টের,PER
রাস্তায়,OBJ
সাদিয়া,PER
নাহার,PER
+৮৮০১৮২৪৪৫১৩১৯,PHN
16/10/2015,TIME
+৮৮০১৬৫১৪২৯৮৪২,PHN
02:00:16,TIME
4343,NUM
+৮৮০১৫৬০০০৯১৩৩,PHN
14/04/1957,TIME
+8801429306325,PHN
করালে,OBJ
কু,OBJ
বেপারী,PER
চেকোস্লোভাকিয়ার,LOC
রামকারচর,LOC
12737,NUM
33663,NUM
পর্বত জেলা,LOC
05/09/2059,TIME
খেলায় ইউনাইটেড,ORG
আমগাছী,LOC
পণ্ডিতজিকে,OBJ
অপেক্ষাটা,OBJ
07:04:47,TIME
+8801713146961,PHN
রিনডা,PER
টেলিভিশিন,OBJ
+৮৮০১৪৭৪১৪৮৪৫৩,PHN
মানস,LOC
জলমগ্ন,OBJ
+8801642611955,PHN
কিয়রোস্তামি,LOC
নেভিস,LOC
চিকিৎসায়,OBJ
মন্ডপ,LOC
কিছুকেই,OBJ
83940,NUM
মেরিটা ব্যাংক,ORG
নাওফিলের,PER
73588,NUM
সাজঘরে,OBJ
রয়েল বেঙ্গলস শের ই,ORG
ক্যালো,PER
20:31:54,TIME
বাঙালি,LOC
29/05/1962,TIME
ভেন্ডাবাড়ী,LOC
দেখেই,OBJ
ত্রিপোলিতানিয়া,LOC
06/12/1961,TIME
বারগাম-২,LOC
